customerID,Churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges_Monthly,account_Charges_Total,Contas_Diarias,escala_customer_tenure,escala_account_Charges_Monthly,escala_account_Charges_Total,escala_Contas_Diarias
4999-IEZLT,no,male,0,no,no,66,no,no phone service,dsl,no,no,no,yes,no,no,one year,no,credit card (automatic),29.45,1983.15,0.97,61-70,21-40,1501-2000,0.5-1.0
5002-GCQFH,no,male,0,yes,no,49,yes,yes,fiber optic,yes,yes,no,no,yes,no,month-to-month,yes,bank transfer (automatic),93.85,4733.1,3.08,41-50,81-100,4501-5000,3.0-3.5
5003-OKNNK,no,female,0,yes,yes,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),20.35,335.95,0.67,0-20,21-40,0-500,0.5-1.0
5003-XZWWO,no,male,0,yes,no,71,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,no,credit card (automatic),84.2,5956.85,2.77,71-80,81-100,5501-6000,2.5-3.0
5006-MXVRN,no,female,0,no,no,39,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.7,762.45,0.68,31-40,21-40,501-1000,0.5-1.0
5010-IPEAQ,no,female,0,yes,yes,67,no,no phone service,dsl,yes,yes,yes,yes,yes,no,two year,no,credit card (automatic),54.2,3623.95,1.78,61-70,41-60,3501-4000,1.5-2.0
5012-YSPJJ,no,male,0,yes,yes,31,yes,no,dsl,no,no,yes,yes,no,no,month-to-month,no,mailed check,54.35,1647.0,1.79,31-40,41-60,1501-2000,1.5-2.0
5013-SBUIH,yes,female,0,no,no,50,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,two year,yes,electronic check,109.65,5551.15,3.6,41-50,101-120,5501-6000,3.5-4.0
5014-GSOUQ,no,male,0,no,no,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.95,243.65,0.66,0-20,0-20,0-500,0.5-1.0
5014-WUQMG,no,male,0,yes,yes,47,yes,no,fiber optic,yes,yes,yes,no,no,yes,one year,yes,electronic check,96.1,4391.45,3.16,41-50,81-100,4001-4500,3.0-3.5
5016-ETTFF,yes,male,0,no,no,10,no,no phone service,dsl,no,no,yes,no,no,no,month-to-month,no,mailed check,29.5,255.25,0.97,0-20,21-40,0-500,0.5-1.0
5016-IBERQ,no,male,0,yes,no,23,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,no,electronic check,84.25,1968.1,2.77,21-30,81-100,1501-2000,2.5-3.0
5016-LIPDW,no,male,0,yes,yes,57,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.4,1061.6,0.64,51-60,0-20,1001-1500,0.5-1.0
5018-GWURO,no,female,0,yes,no,56,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),85.6,4902.8,2.81,51-60,81-100,4501-5000,2.5-3.0
5018-HEKFO,no,female,0,no,no,10,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,24.5,270.15,0.8,0-20,21-40,0-500,0.5-1.0
5018-LXQQG,no,female,0,yes,yes,30,yes,no,dsl,yes,no,no,yes,no,yes,month-to-month,no,bank transfer (automatic),66.3,1923.5,2.18,21-30,61-80,1501-2000,2.0-2.5
5019-GQVCR,no,male,1,no,no,43,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,84.85,3645.6,2.79,41-50,81-100,3501-4000,2.5-3.0
5020-ZSTTY,yes,female,1,no,no,54,yes,yes,dsl,yes,yes,no,yes,yes,yes,one year,no,bank transfer (automatic),82.45,4350.1,2.71,51-60,81-100,4001-4500,2.5-3.0
5022-JNQEQ,no,female,0,yes,yes,9,yes,no,fiber optic,no,no,no,yes,no,no,month-to-month,yes,electronic check,75.85,647.5,2.49,0-20,61-80,501-1000,2.0-2.5
5022-KVDQT,no,male,0,no,no,27,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,81.3,2272.8,2.67,21-30,81-100,2001-2500,2.5-3.0
5025-GOOKI,no,female,0,no,no,20,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),18.9,347.65,0.62,0-20,0-20,0-500,0.5-1.0
5027-QPKTE,yes,male,0,yes,no,7,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.35,451.1,2.28,0-20,61-80,0-500,2.0-2.5
5027-XWQHA,yes,male,0,no,no,6,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,44.75,270.95,1.47,0-20,41-60,0-500,1.0-1.5
5027-YOCXN,no,male,0,yes,yes,51,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,one year,no,credit card (automatic),110.05,5686.4,3.62,51-60,101-120,5501-6000,3.5-4.0
5028-GZLDO,yes,male,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,credit card (automatic),70.7,140.7,2.32,0-20,61-80,0-500,2.0-2.5
5028-HTLJB,yes,male,1,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.05,20.05,0.66,0-20,21-40,0-500,0.5-1.0
5032-MIYKT,no,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,70.7,70.7,2.32,0-20,61-80,0-500,2.0-2.5
5032-USPKF,no,female,0,no,no,38,yes,yes,dsl,yes,yes,yes,no,yes,yes,one year,no,bank transfer (automatic),84.1,3187.65,2.76,31-40,81-100,3001-3500,2.5-3.0
5035-BVCXS,no,male,0,no,no,11,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,mailed check,75.9,866.4,2.49,0-20,61-80,501-1000,2.0-2.5
5035-PGZXH,no,female,0,no,no,56,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,106.8,5914.4,3.51,51-60,101-120,5501-6000,3.5-4.0
5038-ETMLM,no,female,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),113.65,8182.75,3.73,71-80,101-120,> 8000,3.5-4.0
5039-LZRQT,no,female,0,no,no,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.2,273.25,0.66,0-20,21-40,0-500,0.5-1.0
5043-TRZWM,no,female,0,no,no,1,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,no,electronic check,75.55,75.55,2.48,0-20,61-80,0-500,2.0-2.5
5044-LRQAQ,no,female,0,yes,no,7,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),69.2,477.55,2.27,0-20,61-80,0-500,2.0-2.5
5044-XDPYX,no,female,0,yes,no,51,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,25.5,1281.25,0.84,51-60,21-40,1001-1500,0.5-1.0
5046-NUHWD,no,female,1,yes,no,29,no,no phone service,dsl,yes,no,yes,no,no,yes,month-to-month,yes,electronic check,45.0,1228.65,1.48,21-30,41-60,1001-1500,1.0-1.5
5047-LHVLY,yes,male,1,no,yes,1,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,mailed check,50.15,50.15,1.65,0-20,41-60,0-500,1.5-2.0
5049-GLYVG,yes,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.6,20.6,0.68,0-20,21-40,0-500,0.5-1.0
5049-MUBWG,no,male,0,no,no,26,yes,no,dsl,yes,no,no,yes,yes,yes,one year,no,bank transfer (automatic),75.0,1908.35,2.46,21-30,61-80,1501-2000,2.0-2.5
5052-PNLOS,yes,male,0,no,no,3,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),105.35,323.25,3.46,0-20,101-120,0-500,3.0-3.5
5054-IEXZT,yes,male,0,no,yes,1,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,75.35,75.35,2.48,0-20,61-80,0-500,2.0-2.5
5055-BRMNE,no,female,0,yes,yes,67,yes,yes,fiber optic,yes,no,no,yes,yes,yes,two year,no,credit card (automatic),106.7,7009.5,3.51,61-70,101-120,7001-7500,3.5-4.0
5055-MGMGF,no,female,0,yes,no,65,yes,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,yes,electronic check,105.05,6914.95,3.45,61-70,101-120,6501-7000,3.0-3.5
5056-FIMPT,no,female,0,no,yes,43,yes,no,fiber optic,yes,yes,no,yes,yes,yes,one year,yes,credit card (automatic),106.0,4532.3,3.48,41-50,101-120,4501-5000,3.0-3.5
5057-LCOUI,yes,female,0,no,no,39,no,no phone service,dsl,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,50.75,2011.4,1.67,31-40,41-60,2001-2500,1.5-2.0
5057-RKGLH,no,female,0,yes,yes,9,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.35,191.1,0.67,0-20,21-40,0-500,0.5-1.0
5060-TQUQN,no,male,0,yes,yes,30,yes,yes,fiber optic,no,yes,no,yes,no,no,month-to-month,yes,bank transfer (automatic),83.55,2570.2,2.74,21-30,81-100,2501-3000,2.5-3.0
5061-PBXFW,no,female,0,yes,yes,32,yes,no,dsl,yes,yes,no,yes,no,no,month-to-month,no,bank transfer (automatic),61.4,1864.65,2.02,31-40,61-80,1501-2000,2.0-2.5
5062-CJJKH,no,male,0,yes,yes,25,yes,no,dsl,no,yes,yes,no,no,no,one year,no,mailed check,53.65,1355.45,1.76,21-30,41-60,1001-1500,1.5-2.0
5063-IUOKK,no,male,0,no,no,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.75,265.75,0.65,0-20,0-20,0-500,0.5-1.0
5066-GFJMM,no,female,0,yes,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.9,45.75,0.65,0-20,0-20,0-500,0.5-1.0
5067-DGXLL,no,male,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.25,36.8,0.67,0-20,21-40,0-500,0.5-1.0
5067-WJEUN,no,male,0,yes,yes,67,yes,no,dsl,yes,yes,no,no,no,no,two year,yes,bank transfer (automatic),54.2,3838.2,1.78,61-70,41-60,3501-4000,1.5-2.0
5067-XJQFU,no,male,1,yes,yes,66,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,electronic check,108.45,7076.35,3.56,61-70,101-120,7001-7500,3.5-4.0
5071-FBJFS,no,female,0,yes,yes,4,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,electronic check,50.3,217.1,1.65,0-20,41-60,0-500,1.5-2.0
5073-RZGBK,no,female,0,yes,yes,50,yes,yes,dsl,yes,yes,yes,yes,no,yes,one year,yes,bank transfer (automatic),80.05,4042.2,2.63,41-50,81-100,4001-4500,2.5-3.0
5073-WXOYN,yes,female,0,no,no,60,no,no phone service,dsl,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,50.8,3027.4,1.67,51-60,41-60,3001-3500,1.5-2.0
5074-FBGHB,no,male,0,no,no,64,yes,yes,fiber optic,no,no,yes,yes,yes,yes,one year,yes,credit card (automatic),104.65,6889.8,3.44,61-70,101-120,6501-7000,3.0-3.5
5075-JSDKI,no,female,0,no,no,59,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,24.45,1493.1,0.8,51-60,21-40,1001-1500,0.5-1.0
5076-YVXCM,no,male,0,no,no,51,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,no,bank transfer (automatic),83.4,4149.45,2.74,51-60,81-100,4001-4500,2.5-3.0
5077-DXTCG,yes,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,45.3,45.3,1.49,0-20,41-60,0-500,1.0-1.5
5081-NWSUP,no,female,0,no,no,10,yes,no,dsl,no,yes,no,yes,no,yes,one year,no,mailed check,64.9,685.55,2.13,0-20,61-80,501-1000,2.0-2.5
5084-OOVCJ,no,female,0,yes,yes,17,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,yes,credit card (automatic),55.35,920.5,1.82,0-20,41-60,501-1000,1.5-2.0
5087-SUURX,yes,female,0,yes,no,18,no,no phone service,dsl,no,no,yes,no,yes,no,month-to-month,yes,electronic check,39.05,669.85,1.28,0-20,21-40,501-1000,1.0-1.5
5088-QZLRL,no,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,20.65,20.65,0.68,0-20,21-40,0-500,0.5-1.0
5089-IFSDP,yes,female,0,yes,no,58,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,bank transfer (automatic),109.45,6144.55,3.6,51-60,101-120,6001-6500,3.5-4.0
5090-EMGTC,no,female,0,yes,no,59,yes,no,fiber optic,no,yes,no,yes,yes,yes,two year,yes,mailed check,100.05,6034.85,3.29,51-60,101-120,6001-6500,3.0-3.5
5091-HFAZW,no,female,0,no,no,2,yes,no,fiber optic,yes,yes,no,no,yes,no,month-to-month,yes,electronic check,91.15,168.5,2.99,0-20,81-100,0-500,2.5-3.0
5092-STPKP,no,female,0,no,no,24,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,no,credit card (automatic),56.35,1381.2,1.85,21-30,41-60,1001-1500,1.5-2.0
5093-FEGLU,no,female,0,yes,no,47,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.65,921.55,0.65,41-50,0-20,501-1000,0.5-1.0
5095-AESKG,yes,female,0,yes,no,3,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,credit card (automatic),91.5,242.95,3.01,0-20,81-100,0-500,3.0-3.5
5095-ETBRJ,no,female,0,yes,no,55,yes,no,dsl,yes,yes,no,yes,no,no,two year,no,mailed check,56.8,3112.05,1.87,51-60,41-60,3001-3500,1.5-2.0
5099-BAILX,yes,male,1,yes,yes,43,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,bank transfer (automatic),110.75,4687.9,3.64,41-50,101-120,4501-5000,3.5-4.0
5103-MHMHY,yes,female,0,no,yes,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.95,45.95,1.51,0-20,41-60,0-500,1.5-2.0
5108-ADXWO,yes,male,0,no,no,11,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,73.5,791.75,2.41,0-20,61-80,501-1000,2.0-2.5
5110-CHOPY,no,female,0,no,no,60,no,no phone service,dsl,yes,no,yes,no,yes,yes,two year,no,electronic check,53.6,3237.05,1.76,51-60,41-60,3001-3500,1.5-2.0
5115-GZDEL,no,male,0,no,yes,72,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),67.2,4671.7,2.21,71-80,61-80,4501-5000,2.0-2.5
5115-SQAAU,no,female,0,yes,yes,69,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),25.6,1673.4,0.84,61-70,21-40,1501-2000,0.5-1.0
5117-IFGPS,no,male,1,yes,no,29,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,84.3,2357.75,2.77,21-30,81-100,2001-2500,2.5-3.0
5117-ZSMHQ,no,female,0,yes,yes,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),89.9,6342.7,2.95,71-80,81-100,6001-6500,2.5-3.0
5118-MUEYH,no,female,0,yes,no,48,yes,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,yes,credit card (automatic),105.1,5083.55,3.45,41-50,101-120,5001-5500,3.0-3.5
5119-KEPFY,no,male,0,yes,no,36,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),95.0,3440.25,3.12,31-40,81-100,3001-3500,3.0-3.5
5119-NZPTV,no,male,1,yes,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,70.1,141.65,2.3,0-20,61-80,0-500,2.0-2.5
5120-ZBLAI,no,female,0,yes,no,50,yes,yes,dsl,no,no,yes,no,yes,yes,one year,no,bank transfer (automatic),75.7,3876.2,2.49,41-50,61-80,3501-4000,2.0-2.5
5122-CYFXA,no,female,0,no,no,3,yes,no,dsl,no,yes,no,yes,yes,yes,month-to-month,yes,electronic check,75.3,244.1,2.47,0-20,61-80,0-500,2.0-2.5
5124-EOGYE,no,male,0,no,no,31,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.45,638.55,0.67,31-40,21-40,501-1000,0.5-1.0
5125-CNDSP,no,male,0,no,yes,63,no,no phone service,dsl,yes,yes,no,yes,no,no,one year,yes,bank transfer (automatic),40.6,2588.95,1.33,61-70,41-60,2501-3000,1.0-1.5
5126-RCXYW,no,male,0,yes,yes,54,no,no phone service,dsl,no,no,yes,yes,no,yes,two year,no,credit card (automatic),46.0,2424.05,1.51,51-60,41-60,2001-2500,1.5-2.0
5127-BZENZ,no,female,0,yes,yes,56,yes,yes,dsl,yes,no,no,no,yes,no,one year,no,bank transfer (automatic),65.2,3512.15,2.14,51-60,61-80,3501-4000,2.0-2.5
5129-HHMZC,no,female,0,yes,no,43,yes,yes,dsl,yes,yes,no,yes,yes,yes,two year,no,credit card (automatic),86.45,3574.5,2.84,41-50,81-100,3501-4000,2.5-3.0
5129-JLPIS,no,male,0,no,no,25,yes,no,fiber optic,yes,no,yes,yes,yes,yes,month-to-month,yes,electronic check,105.5,2686.05,3.47,21-30,101-120,2501-3000,3.0-3.5
5130-IEKQT,yes,male,1,no,no,25,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,no,mailed check,105.95,2655.25,3.48,21-30,101-120,2501-3000,3.0-3.5
5130-YPIRV,no,female,0,yes,no,62,yes,no,dsl,yes,yes,yes,no,yes,no,two year,yes,credit card (automatic),72.0,4284.2,2.37,61-70,61-80,4001-4500,2.0-2.5
5131-PONJI,no,male,0,yes,yes,49,yes,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,credit card (automatic),90.4,4494.65,2.97,41-50,81-100,4001-4500,2.5-3.0
5133-POWUA,no,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,45.8,45.8,1.5,0-20,41-60,0-500,1.0-1.5
5133-VRSAB,no,male,0,no,no,8,no,no phone service,dsl,yes,no,no,no,no,no,month-to-month,no,mailed check,29.35,216.45,0.96,0-20,21-40,0-500,0.5-1.0
5134-IKDAY,yes,female,0,yes,yes,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.8,69.8,2.29,0-20,61-80,0-500,2.0-2.5
5135-GRQJV,no,male,1,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,mailed check,114.5,8331.95,3.76,71-80,101-120,> 8000,3.5-4.0
5135-RDDQL,no,female,0,yes,yes,63,yes,no,dsl,yes,no,no,no,no,no,two year,yes,bank transfer (automatic),50.65,3221.25,1.66,61-70,41-60,3001-3500,1.5-2.0
5136-GFPMB,no,male,0,no,no,54,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,no,credit card (automatic),89.4,4869.5,2.94,51-60,81-100,4501-5000,2.5-3.0
5136-KCKGI,yes,female,0,yes,yes,33,yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,yes,mailed check,103.7,3467.0,3.41,31-40,101-120,3001-3500,3.0-3.5
5136-RGMZO,no,male,0,no,no,31,yes,yes,dsl,no,yes,no,yes,yes,no,month-to-month,yes,electronic check,71.05,2168.15,2.33,31-40,61-80,2001-2500,2.0-2.5
5138-WVKYJ,yes,male,0,no,no,10,yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,no,electronic check,98.55,1008.55,3.24,0-20,81-100,1001-1500,3.0-3.5
5140-FOMCQ,no,female,0,yes,no,59,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,credit card (automatic),109.15,6557.75,3.59,51-60,101-120,6501-7000,3.5-4.0
5141-ZUVBH,no,female,0,no,yes,9,yes,no,fiber optic,yes,no,yes,yes,no,yes,month-to-month,no,bank transfer (automatic),93.0,870.25,3.06,0-20,81-100,501-1000,3.0-3.5
5143-EGQFK,yes,female,1,no,no,10,no,no phone service,dsl,no,no,no,yes,no,no,month-to-month,yes,electronic check,29.65,291.4,0.97,0-20,21-40,0-500,0.5-1.0
5143-WMWOG,yes,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,19.95,19.95,0.66,0-20,0-20,0-500,0.5-1.0
5144-PQCDZ,no,male,0,no,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.95,59.25,0.66,0-20,0-20,0-500,0.5-1.0
5144-TVGLP,no,male,1,no,no,38,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,94.75,3653.0,3.11,31-40,81-100,3501-4000,3.0-3.5
5146-CBVOE,no,female,0,no,no,16,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),75.1,1212.85,2.47,0-20,61-80,1001-1500,2.0-2.5
5146-YYFRZ,no,male,0,no,no,67,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.95,1311.75,0.66,61-70,0-20,1001-1500,0.5-1.0
5148-HKFIR,no,female,0,no,no,20,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.7,406.95,0.65,0-20,0-20,0-500,0.5-1.0
5148-ORICT,no,female,0,yes,no,64,yes,no,dsl,yes,yes,yes,yes,no,yes,two year,yes,mailed check,74.35,4759.55,2.44,61-70,61-80,4501-5000,2.0-2.5
5149-CUZUJ,no,male,0,yes,yes,28,yes,no,fiber optic,no,yes,yes,yes,yes,no,one year,no,bank transfer (automatic),92.9,2768.35,3.05,21-30,81-100,2501-3000,3.0-3.5
5149-QYTTU,no,female,0,yes,yes,71,yes,yes,fiber optic,yes,yes,yes,yes,no,no,one year,yes,credit card (automatic),95.15,6770.85,3.13,71-80,81-100,6501-7000,3.0-3.5
5149-TGWDZ,no,female,0,no,no,21,yes,no,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,mailed check,104.55,2239.4,3.43,21-30,101-120,2001-2500,3.0-3.5
5150-ITWWB,no,male,1,no,no,3,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.85,335.75,3.12,0-20,81-100,0-500,3.0-3.5
5150-LJNSR,no,male,0,yes,yes,31,yes,yes,fiber optic,yes,no,yes,no,yes,no,one year,no,bank transfer (automatic),98.05,3082.1,3.22,31-40,81-100,3001-3500,3.0-3.5
5151-HQRDG,no,male,0,yes,no,37,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed check,55.05,2030.75,1.81,31-40,41-60,2001-2500,1.5-2.0
5153-LXKDT,no,male,0,yes,yes,68,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,electronic check,110.2,7467.5,3.62,61-70,101-120,7001-7500,3.5-4.0
5153-RTHKF,no,female,0,no,no,34,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,no,electronic check,85.35,2896.6,2.8,31-40,81-100,2501-3000,2.5-3.0
5154-VEKBL,yes,female,0,no,no,9,no,no phone service,dsl,yes,no,yes,yes,yes,yes,month-to-month,no,mailed check,58.5,539.85,1.92,0-20,41-60,501-1000,1.5-2.0
5155-AZQPB,no,female,0,yes,yes,28,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,49.9,1410.25,1.64,21-30,41-60,1001-1500,1.5-2.0
5156-UMKOW,no,female,0,no,yes,3,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,no,mailed check,29.65,90.05,0.97,0-20,21-40,0-500,0.5-1.0
5158-RIVOP,no,female,0,yes,yes,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.9,202.3,0.69,0-20,21-40,0-500,0.5-1.0
5159-YFPKQ,yes,female,0,no,no,2,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,75.8,160.75,2.49,0-20,61-80,0-500,2.0-2.5
5160-UXJED,no,male,0,no,yes,17,yes,no,dsl,no,no,no,no,no,no,one year,no,mailed check,44.6,681.4,1.47,0-20,41-60,501-1000,1.0-1.5
5161-UBZXI,no,male,0,yes,yes,69,yes,no,fiber optic,yes,yes,no,yes,yes,yes,two year,yes,credit card (automatic),106.35,7261.75,3.49,61-70,101-120,7001-7500,3.0-3.5
5161-XEUVX,no,male,0,yes,no,37,yes,yes,fiber optic,no,no,yes,yes,yes,no,two year,no,mailed check,94.3,3460.95,3.1,31-40,81-100,3001-3500,3.0-3.5
5167-GBFRE,yes,male,1,no,no,4,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),25.2,102.5,0.83,0-20,21-40,0-500,0.5-1.0
5167-ZFFMM,yes,male,0,no,no,1,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,credit card (automatic),90.85,90.85,2.98,0-20,81-100,0-500,2.5-3.0
5168-MQQCA,no,female,0,yes,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),108.5,8003.8,3.56,71-80,101-120,> 8000,3.5-4.0
5168-MSWXT,no,male,0,yes,yes,8,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,94.75,759.55,3.11,0-20,81-100,501-1000,3.0-3.5
5170-PTRKA,no,female,0,yes,yes,49,no,no phone service,dsl,yes,no,no,yes,no,no,one year,yes,credit card (automatic),35.8,1782.0,1.18,41-50,21-40,1501-2000,1.0-1.5
5171-EPLKN,no,male,0,no,no,27,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.85,470.0,0.65,21-30,0-20,0-500,0.5-1.0
5172-MIGPM,no,male,0,no,no,4,yes,yes,dsl,no,no,no,yes,no,yes,month-to-month,no,mailed check,65.55,237.2,2.15,0-20,61-80,0-500,2.0-2.5
5172-RKOCB,no,male,0,yes,no,72,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,two year,yes,credit card (automatic),108.95,7875.0,3.58,71-80,101-120,7501-8000,3.5-4.0
5173-WXOQV,no,male,0,yes,no,2,yes,no,dsl,no,yes,no,yes,no,yes,month-to-month,yes,mailed check,64.2,143.65,2.11,0-20,61-80,0-500,2.0-2.5
5173-ZXXXL,no,male,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.95,47.7,0.66,0-20,0-20,0-500,0.5-1.0
5174-ITUMV,no,male,0,yes,yes,67,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,105.4,6989.45,3.46,61-70,101-120,6501-7000,3.0-3.5
5174-RNGBH,yes,female,0,no,no,9,yes,no,dsl,no,yes,no,yes,yes,no,month-to-month,no,mailed check,66.25,620.55,2.18,0-20,61-80,501-1000,2.0-2.5
